#ORDENANDOS
#Tamanho	 Tempo		 Comparacao	 trocas
100		 0.000003	2759605		5196810
1000		 0.000015	2770592		5216784
10000		 0.000111	2914223		5484046
50000		 0.000558	3748704		7053008
100000		 0.001118	5517650		10390900
