#ORDENANDO INVERSO
#Tamanho	 Tempo		 Comparacao	 trocas
100		 0.000048	4943		5042
1000		 0.003746	499005		500004
10000		 0.371906	49945311		49955310
50000		 7.544069	1248726361		1248776360
100000		 30.795832	4994953036		4995053035
