#ORDENANDOS
#Tamanho	 Tempo		 Comparacao	 trocas
100		 0.000040	1655244699		4407677
1000		 0.000303	1655698809		4408690
10000		 0.001061	1674891948		4424892
50000		 0.001669	1824972310		4553900
100000		 0.001943	2175744177		4859465
